日期,台灣水泥股份有限公司蘇澳廠-P101 #3旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P101 #3旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P102 #3冷卻機-不透光率(10%)-超標,台灣水泥股份有限公司蘇澳廠-P202 #3旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P202 #3旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P301 #6旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P301 #6旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P302 #6冷卻機-不透光率(10%)-超標,信大水泥股份有限公司南聖湖廠-P201 #2旋窯-不透光率(20%)-超標,信大水泥股份有限公司南聖湖廠-P201 #2旋窯-氮氧化物(450ppm)-超標,信大水泥股份有限公司南聖湖廠-P203 #2冷卻機-不透光率(10%)-超標,信大水泥股份有限公司南聖湖廠-P301 #3旋窯-不透光率(20%)-超標,信大水泥股份有限公司南聖湖廠-P301 #3旋窯-氮氧化物(450ppm)-超標,信大水泥股份有限公司南聖湖廠-P304 #3冷卻機-不透光率(10%)-超標,幸福水泥股份有限公司東澳廠-P002 #2旋窯-不透光率(20%)-超標,幸福水泥股份有限公司東澳廠-P002 #2旋窯-氮氧化物(450ppm)-超標,幸福水泥股份有限公司東澳廠-P004 #2冷卻機-不透光率(10%)-超標,臺灣化學纖維股份有限公司龍德廠-P105 LT2鍋爐-不透光率(20%)-超標,臺灣化學纖維股份有限公司龍德廠-P105 LT2鍋爐-二氧化硫(20ppm)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-不透光率(20%)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-二氧化硫(20ppm)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-氮氧化物(50ppm)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P002 旋窯-不透光率(20%)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P002 旋窯-氮氧化物(450ppm)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P007 冷卻機-不透光率(10%)-超標,羅東鋼鐵股份有限公司煉鋼廠-P001 電弧爐-不透光率(10%)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-不透光率(20%)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-氮氧化物(95.5ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-一氧化碳(72.7ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-氯化氫(27.3ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-不透光率(20%)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-氮氧化物(95.5ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-一氧化碳(72.7ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-氯化氫(27.3ppm)-超標
20130326,6/6,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,17/3,0/0,2/0,4/4,0/0,0/0,0/0,2/0,0/0,0/0,0/0,5/5,0/0,4/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130327,1/1,0/0,0/0,0/0,0/0,5/5,0/0,0/0,0/0,0/0,0/0,12/5,3/3,15/10,4/4,0/0,0/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130328,0/0,0/0,0/0,4/4,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,5/5,11/11,5/5,0/0,0/0,31/0,3/0,0/0,0/0,0/0,9/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130329,0/0,0/0,0/0,0/0,1/1,4/4,0/0,0/0,0/0,0/0,1/0,2/2,3/3,2/2,14/12,0/0,0/0,0/0,1/0,0/0,0/0,0/0,3/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130330,0/0,1/1,0/0,0/0,3/2,0/0,0/0,0/0,0/0,0/0,0/0,2/1,3/3,7/7,6/6,0/0,0/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130331,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,4/4,8/7,9/8,0/0,0/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130401,2/2,0/0,0/0,3/3,0/0,6/5,0/0,0/0,0/0,1/1,0/0,8/7,9/9,8/8,5/5,0/0,0/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,3/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130402,9/9,0/0,0/0,8/8,0/0,4/4,0/0,0/0,0/0,2/2,0/0,13/13,5/5,6/6,14/14,0/0,2/2,0/0,3/0,0/0,0/0,0/0,0/0,0/0,15/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130403,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,6/0,0/0,0/0,2/2,4/4,12/12,16/16,1/0,0/0,26/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130404,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,11/5,2/2,7/7,12/6,0/0,4/4,10/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130405,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,19/19,0/0,0/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130406,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,4/4,3/3,13/13,0/0,0/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,8/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130407,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,5/5,0/0,7/0,4/4,3/2,12/9,0/0,1/1,0/0,2/0,0/0,0/0,0/0,18/12,0/0,28/28,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130408,8/8,0/0,0/0,4/4,0/0,4/4,0/0,0/0,5/0,2/2,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,2/0,0/0,0/0,0/0,6/5,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130409,8/8,0/0,0/0,9/9,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,18/10,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130410,3/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/0,2/2,0/0,0/0,1/1,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130411,4/4,0/0,0/0,9/9,0/0,9/9,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/0,1/1,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130412,2/2,0/0,0/0,0/0,0/0,6/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/3,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130413,0/0,0/0,0/0,0/0,0/0,9/9,0/0,0/0,2/0,3/3,0/0,0/0,0/0,0/0,2/2,0/0,2/2,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130414,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130415,7/7,0/0,0/0,6/6,0/0,4/4,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130416,18/18,0/0,0/0,1/1,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130417,7/7,0/0,0/0,8/8,0/0,7/7,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,11/10,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130418,8/8,0/0,0/0,9/9,0/0,8/8,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130419,7/7,0/0,0/0,6/6,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/4,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130420,8/8,0/0,0/0,6/6,0/0,10/10,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,15/15,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130421,7/7,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,5/5,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130422,19/19,0/0,0/0,9/9,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,9/9,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130423,8/8,0/0,0/0,7/7,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,16/0,19/19,0/0,1/1,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130424,7/7,0/0,0/0,7/7,0/0,4/4,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,14/8,0/0,12/3,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130425,5/5,0/0,0/0,6/6,0/0,5/5,0/0,0/0,5/1,0/0,0/0,0/0,0/0,0/0,8/0,3/0,17/16,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130426,4/4,0/0,0/0,7/7,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,1/1,0/0,7/7,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0
20130427,8/8,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,16/11,3/3,0/0,0/0,0/0,3/3,7/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130428,0/0,0/0,0/0,5/5,0/0,6/6,0/0,0/0,0/0,0/0,0/0,6/6,4/4,1/1,1/1,0/0,2/2,0/0,1/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130429,7/7,0/0,0/0,8/8,0/0,4/4,0/0,0/0,6/0,0/0,0/0,2/2,2/2,4/4,1/1,0/0,0/0,6/5,0/0,0/0,0/0,0/0,11/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130430,9/9,0/0,0/0,6/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,1/1,3/3,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,9/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130501,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,11/8,2/2,11/10,4/4,0/0,1/1,0/0,0/0,0/0,0/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130502,0/0,0/0,0/0,0/0,0/0,6/6,0/0,0/0,1/1,0/0,0/0,6/4,5/5,1/1,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130503,4/4,0/0,0/0,0/0,0/0,5/5,1/1,0/0,0/0,0/0,0/0,0/0,2/2,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,18/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130504,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,5/3,1/1,0/0,2/2,0/0,0/0,0/0,1/0,0/0,0/0,0/0,1/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130505,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,9/3,1/1,2/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130506,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,11/9,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130507,1/1,0/0,0/0,5/5,0/0,8/8,0/0,0/0,2/2,0/0,0/0,4/0,4/4,9/9,7/7,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130508,1/1,0/0,0/0,4/4,0/0,20/19,0/0,0/0,8/0,0/0,1/1,0/0,5/5,1/1,7/7,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,7/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130509,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,5/0,1/1,0/0,0/0,2/2,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,8/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130510,6/6,0/0,0/0,10/9,0/0,7/7,2/2,0/0,0/0,1/1,0/0,1/0,3/3,0/0,3/3,0/0,0/0,2/0,0/0,0/0,0/0,0/0,9/9,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130511,0/0,0/0,0/0,0/0,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,6/6,12/11,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130512,7/7,0/0,0/0,0/0,0/0,3/3,0/0,0/0,2/0,0/0,1/0,1/0,8/8,20/20,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130513,3/3,0/0,0/0,0/0,0/0,0/0,6/6,0/0,1/0,0/0,1/0,3/0,4/4,10/8,3/3,0/0,1/1,0/0,0/0,0/0,0/0,0/0,10/10,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130514,8/8,0/0,8/8,0/0,0/0,0/0,0/0,1/1,1/0,0/0,1/0,1/1,1/1,0/0,21/21,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130515,7/7,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,1/0,0/0,2/2,1/1,16/12,0/0,1/1,0/0,0/0,0/0,0/0,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130516,9/9,0/0,0/0,3/3,0/0,0/0,1/1,0/0,0/0,0/0,1/0,1/0,7/7,2/2,7/6,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130517,1/1,0/0,0/0,5/5,0/0,0/0,1/1,0/0,0/0,0/0,1/0,3/2,3/3,4/4,5/5,0/0,0/0,0/0,0/0,0/0,0/0,1/1,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130518,0/0,0/0,2/1,2/2,0/0,0/0,0/0,0/0,0/0,0/0,1/0,14/12,1/1,2/1,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,7/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130519,1/1,0/0,0/0,0/0,0/0,0/0,5/5,6/6,0/0,0/0,1/0,6/6,1/1,5/3,12/12,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130520,8/8,0/0,0/0,1/1,0/0,0/0,3/3,0/0,0/0,0/0,1/0,8/1,0/0,1/1,9/9,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130521,6/6,0/0,0/0,3/3,0/0,0/0,2/2,0/0,0/0,0/0,1/0,1/1,4/4,4/4,10/10,0/0,0/0,0/0,0/0,0/0,0/0,0/0,11/11,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130522,16/16,0/0,0/0,19/19,0/0,5/5,1/1,0/0,0/0,0/0,1/0,0/0,0/0,0/0,13/9,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130523,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,2/2,1/1,7/7,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130524,0/0,0/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,1/0,1/0,4/4,9/9,6/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130525,1/1,0/0,0/0,0/0,0/0,1/1,1/1,0/0,0/0,0/0,1/0,0/0,1/1,4/4,8/8,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130526,10/10,0/0,0/0,15/15,5/5,6/6,0/0,0/0,0/0,0/0,1/0,6/2,4/4,17/5,15/14,0/0,0/0,0/0,0/0,0/0,0/0,2/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130527,3/2,0/0,6/6,4/4,1/1,8/8,0/0,0/0,0/0,0/0,1/0,5/2,2/2,8/3,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,12/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130528,20/20,0/0,0/0,16/16,0/0,26/25,0/0,0/0,0/0,0/0,1/0,1/1,1/1,0/0,8/8,0/0,1/1,0/0,0/0,0/0,0/0,0/0,11/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130529,3/3,0/0,0/0,2/2,0/0,11/10,0/0,0/0,0/0,0/0,1/0,2/0,5/5,2/2,16/10,0/0,11/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,15/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130530,0/0,0/0,1/1,3/3,0/0,3/3,0/0,0/0,0/0,0/0,1/0,0/0,5/5,13/10,28/0,0/0,7/0,0/0,0/0,16/11,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130531,7/7,0/0,0/0,13/13,2/2,3/3,0/0,0/0,2/0,0/0,1/0,15/2,2/2,4/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,7/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130601,0/0,0/0,0/0,0/0,1/1,5/5,0/0,0/0,0/0,0/0,1/0,6/1,11/10,7/6,0/0,0/0,7/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130602,7/7,0/0,0/0,10/10,0/0,13/13,0/0,0/0,0/0,0/0,1/0,3/2,0/0,6/4,9/0,0/0,15/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130603,8/8,0/0,0/0,15/15,0/0,0/0,0/0,0/0,0/0,0/0,1/0,2/1,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130604,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,7/5,0/0,3/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130605,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,13/5,0/0,7/6,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130606,2/2,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,1/0,21/6,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130607,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,1/1,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,10/6,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130608,2/2,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,6/0,1/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130609,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,6/3,1/1,9/9,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130610,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,4/4,11/10,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130611,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,1/0,0/0,2/2,16/16,1/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130612,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,14/14,6/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130613,0/0,0/0,7/7,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,3/3,3/3,6/0,0/0,4/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130614,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,1/0,4/4,7/7,11/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130615,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,2/2,5/5,5/5,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130616,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,7/7,18/14,6/5,0/0,22/16,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130617,1/1,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,1/0,0/0,9/9,20/20,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130618,4/4,0/0,0/0,1/1,0/0,0/0,2/2,0/0,0/0,0/0,1/0,0/0,3/3,10/7,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,5/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130619,0/0,0/0,0/0,0/0,0/0,1/1,1/1,0/0,1/0,0/0,1/0,2/1,0/0,8/8,3/2,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130620,13/13,0/0,0/0,20/20,0/0,27/27,5/5,6/6,0/0,0/0,2/0,0/0,5/5,11/11,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0
20130621,0/0,0/0,0/0,0/0,0/0,13/13,1/1,0/0,0/0,0/0,1/0,19/19,1/1,23/16,20/20,0/0,0/0,0/0,1/0,0/0,0/0,0/0,11/11,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130622,0/0,0/0,0/0,0/0,0/0,8/8,1/1,3/3,0/0,0/0,1/0,3/3,2/2,14/14,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130623,0/0,0/0,0/0,0/0,0/0,5/5,0/0,0/0,0/0,0/0,1/0,8/1,0/0,20/14,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130624,0/0,0/0,0/0,2/1,0/0,6/6,0/0,0/0,0/0,0/0,1/0,5/3,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130625,0/0,0/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,1/0,2/1,0/0,1/1,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130626,0/0,0/0,1/1,0/0,0/0,2/2,0/0,0/0,0/0,0/0,1/0,0/0,1/1,9/9,6/5,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
