日期,台灣水泥股份有限公司蘇澳廠-P101 #3旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P101 #3旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P102 #3冷卻機-不透光率(10%)-超標,台灣水泥股份有限公司蘇澳廠-P202 #3旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P202 #3旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P301 #6旋窯-不透光率(20%)-超標,台灣水泥股份有限公司蘇澳廠-P301 #6旋窯-氮氧化物(450ppm)-超標,台灣水泥股份有限公司蘇澳廠-P302 #6冷卻機-不透光率(10%)-超標,信大水泥股份有限公司南聖湖廠-P201 #2旋窯-不透光率(20%)-超標,信大水泥股份有限公司南聖湖廠-P201 #2旋窯-氮氧化物(450ppm)-超標,信大水泥股份有限公司南聖湖廠-P203 #2冷卻機-不透光率(10%)-超標,信大水泥股份有限公司南聖湖廠-P301 #3旋窯-不透光率(20%)-超標,信大水泥股份有限公司南聖湖廠-P301 #3旋窯-氮氧化物(450ppm)-超標,信大水泥股份有限公司南聖湖廠-P304 #3冷卻機-不透光率(10%)-超標,幸福水泥股份有限公司東澳廠-P002 #2旋窯-不透光率(20%)-超標,幸福水泥股份有限公司東澳廠-P002 #2旋窯-氮氧化物(450ppm)-超標,幸福水泥股份有限公司東澳廠-P004 #2冷卻機-不透光率(10%)-超標,臺灣化學纖維股份有限公司龍德廠-P105 LT2鍋爐-不透光率(20%)-超標,臺灣化學纖維股份有限公司龍德廠-P105 LT2鍋爐-二氧化硫(20ppm)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-不透光率(20%)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-二氧化硫(20ppm)-超標,臺灣化學纖維股份有限公司龍德廠-P115 LT3鍋爐-氮氧化物(50ppm)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P002 旋窯-不透光率(20%)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P002 旋窯-氮氧化物(450ppm)-超標,潤泰精密材料股份有限公司宜蘭冬山廠-P007 冷卻機-不透光率(10%)-超標,羅東鋼鐵股份有限公司煉鋼廠-P001 電弧爐-不透光率(10%)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-不透光率(20%)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-氮氧化物(95.5ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-一氧化碳(72.7ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P001 #1焚化爐-氯化氫(27.3ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-不透光率(20%)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-氮氧化物(95.5ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-一氧化碳(72.7ppm)-超標,宜蘭縣利澤資源回收(焚化)廠-P002 #2焚化爐-氯化氫(27.3ppm)-超標
20130627,0/0,0/0,0/0,7/6,0/0,7/7,0/0,0/0,0/0,0/0,1/0,0/0,4/4,14/13,2/2,0/0,0/0,3/3,1/0,0/0,0/0,6/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130628,4/4,0/0,0/0,8/8,0/0,7/7,0/0,0/0,0/0,0/0,1/0,0/0,6/6,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130629,2/2,0/0,0/0,0/0,0/0,6/6,0/0,0/0,0/0,0/0,1/0,0/0,4/4,10/10,0/0,0/0,4/4,0/0,0/0,40/0,0/0,0/0,6/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130630,0/0,0/0,0/0,0/0,0/0,7/6,0/0,0/0,0/0,0/0,1/0,0/0,3/3,11/11,1/1,0/0,2/2,0/0,0/0,0/0,0/0,2/0,30/30,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130701,0/0,0/0,0/0,5/5,0/0,3/3,0/0,0/0,0/0,0/0,1/0,9/4,2/2,18/17,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,21/20,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130702,0/0,0/0,0/0,7/7,0/0,0/0,0/0,0/0,0/0,0/0,1/0,6/4,6/6,20/12,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,30/30,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130703,0/0,0/0,0/0,4/4,0/0,9/9,0/0,0/0,0/0,0/0,1/0,2/2,2/2,26/26,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,22/22,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/1,0/0,0/0,0/0
20130704,0/0,0/0,0/0,0/0,0/0,5/5,0/0,0/0,0/0,0/0,1/0,2/1,5/5,22/17,8/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,30/24,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130705,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,3/0,8/2,0/0,18/11,3/3,0/0,1/1,1/0,0/0,0/0,0/0,0/0,4/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130706,0/0,0/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,1/0,0/0,2/2,6/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130707,1/1,0/0,0/0,0/0,3/3,8/8,0/0,0/0,0/0,0/0,1/0,0/0,0/0,21/20,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,8/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130708,0/0,0/0,0/0,0/0,1/1,6/6,0/0,0/0,0/0,0/0,1/0,7/6,1/1,10/8,14/14,0/0,0/0,7/5,1/0,0/0,0/0,0/0,0/0,0/0,30/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130709,5/5,0/0,0/0,10/9,0/0,6/6,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130710,10/10,0/0,0/0,0/0,0/0,5/5,0/0,0/0,0/0,0/0,1/0,4/0,0/0,4/4,10/10,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130711,1/1,0/0,0/0,3/3,0/0,8/8,0/0,0/0,0/0,0/0,1/0,4/1,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130712,1/1,0/0,0/0,0/0,0/0,16/15,0/0,0/0,0/0,0/0,4/0,3/1,0/0,1/1,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130713,0/0,3/3,0/0,0/0,5/5,6/6,0/0,0/0,0/0,0/0,1/0,19/0,0/0,14/11,0/0,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130714,0/0,0/0,0/0,3/3,0/0,5/5,0/0,0/0,0/0,0/0,1/0,0/0,2/2,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,14/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130715,1/1,0/0,0/0,0/0,0/0,5/5,0/0,0/0,0/0,0/0,1/0,0/0,7/7,2/2,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,15/15,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130716,0/0,0/0,0/0,1/1,0/0,1/1,0/0,0/0,0/0,0/0,1/0,0/0,2/2,15/15,14/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130717,1/1,0/0,0/0,9/8,0/0,3/3,0/0,0/0,0/0,0/0,1/0,0/0,7/7,4/4,25/16,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130718,0/0,0/0,0/0,17/17,0/0,5/5,0/0,0/0,0/0,0/0,1/0,2/1,4/4,14/12,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130719,9/9,0/0,0/0,6/6,0/0,1/1,0/0,0/0,0/0,0/0,1/0,5/0,5/5,22/12,0/0,0/0,6/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130720,0/0,0/0,0/0,0/0,0/0,10/10,0/0,0/0,0/0,0/0,1/0,4/2,7/7,4/4,0/0,0/0,3/3,10/0,1/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130721,0/0,0/0,0/0,1/1,0/0,3/3,0/0,0/0,0/0,0/0,1/0,3/0,1/1,2/2,1/1,0/0,0/0,0/0,1/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130722,5/5,0/0,0/0,0/0,0/0,8/8,0/0,0/0,0/0,0/0,1/0,5/2,1/1,1/1,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130723,1/1,0/0,0/0,5/5,0/0,0/0,0/0,8/8,0/0,0/0,1/0,11/0,2/2,4/1,0/0,0/0,0/0,0/0,2/0,0/0,0/0,0/0,8/8,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130724,1/1,0/0,0/0,5/5,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,4/4,3/3,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,6/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130725,4/4,0/0,0/0,8/8,0/0,4/4,0/0,1/1,0/0,0/0,1/0,2/0,1/1,6/5,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130726,10/9,0/0,0/0,4/4,0/0,9/9,0/0,0/0,0/0,0/0,1/0,0/0,6/6,23/11,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130727,7/7,0/0,0/0,0/0,0/0,23/23,0/0,2/2,0/0,0/0,1/0,0/0,2/2,27/21,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130728,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,1/0,0/0,11/11,19/17,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130729,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,3/1,10/10,5/3,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130730,5/5,0/0,0/0,6/6,0/0,7/7,1/1,0/0,0/0,0/0,4/0,1/0,2/2,8/8,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130731,0/0,0/0,0/0,0/0,0/0,10/10,2/2,0/0,0/0,0/0,2/0,0/0,0/0,5/5,4/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130801,0/0,0/0,0/0,0/0,1/1,8/8,0/0,1/1,9/0,0/0,6/0,0/0,2/2,16/16,15/0,0/0,4/0,0/0,0/0,0/0,0/0,0/0,13/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130802,3/3,0/0,0/0,2/2,0/0,5/5,0/0,0/0,0/0,0/0,1/0,0/0,0/0,18/18,2/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,7/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130803,0/0,0/0,0/0,0/0,0/0,6/6,0/0,0/0,0/0,0/0,1/0,6/0,0/0,17/10,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,11/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130804,0/0,0/0,0/0,0/0,0/0,10/10,0/0,0/0,0/0,0/0,1/0,0/0,0/0,17/15,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,13/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130805,0/0,0/0,0/0,0/0,0/0,5/5,0/0,0/0,0/0,0/0,1/0,8/0,1/1,22/21,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130806,0/0,0/0,0/0,0/0,0/0,9/8,0/0,0/0,1/0,0/0,1/0,21/4,0/0,1/0,6/6,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130807,0/0,0/0,0/0,0/0,0/0,17/17,0/0,0/0,2/0,3/2,0/0,0/0,0/0,2/0,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130808,0/0,0/0,0/0,0/0,0/0,3/3,0/0,0/0,0/0,3/3,0/0,0/0,0/0,0/0,13/12,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,3/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130809,0/0,0/0,0/0,5/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,9/9,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,9/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130810,0/0,0/0,0/0,0/0,0/0,7/7,0/0,0/0,1/1,3/3,0/0,1/0,6/5,0/0,10/10,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130811,0/0,0/0,0/0,0/0,0/0,9/9,0/0,0/0,9/1,0/0,0/0,0/0,1/1,5/5,15/15,0/0,0/0,0/0,0/0,0/0,0/0,0/0,7/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130812,0/0,0/0,0/0,0/0,0/0,8/8,0/0,0/0,0/0,0/0,1/0,0/0,0/0,10/9,16/8,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130813,0/0,0/0,0/0,0/0,0/0,9/9,0/0,0/0,0/0,0/0,1/0,2/1,2/2,2/2,7/7,1/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130814,0/0,0/0,0/0,0/0,0/0,18/18,0/0,0/0,0/0,0/0,1/0,0/0,2/2,0/0,25/25,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130815,0/0,0/0,1/1,0/0,0/0,6/6,0/0,0/0,4/0,0/0,1/0,2/1,0/0,2/2,11/11,0/0,0/0,0/0,0/0,0/0,0/0,0/0,6/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130816,0/0,0/0,0/0,0/0,0/0,6/6,0/0,0/0,1/1,0/0,0/0,14/8,1/1,1/0,36/33,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130817,0/0,0/0,0/0,1/1,0/0,9/9,0/0,0/0,0/0,0/0,0/0,6/3,1/1,0/0,17/17,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130818,0/0,1/1,9/9,0/0,1/1,6/5,0/0,0/0,1/1,1/1,0/0,0/0,0/0,0/0,12/12,0/0,0/0,0/0,0/0,0/0,0/0,0/0,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130819,0/0,0/0,1/1,0/0,0/0,6/6,0/0,0/0,4/1,0/0,1/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,3/3,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130820,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,1/1,0/0,15/15,0/0,0/0,2/2,0/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130821,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,2/2,5/5,9/9,0/0,0/0,0/0,0/0,0/0,0/0,0/0,5/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130822,0/0,0/0,0/0,0/0,0/0,5/5,0/0,0/0,2/1,0/0,1/0,11/0,1/1,4/0,20/19,0/0,1/1,0/0,1/0,0/0,0/0,0/0,2/2,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130823,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/1,2/2,0/0,0/0,0/0,1/0,1/1,0/0,3/3,0/0,0/0,0/0,0/0,0/0,9/9,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130824,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,1/0,0/0,0/0,1/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,7/7,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130825,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,1/0,0/0,1/0,0/0,0/0,1/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130826,2/2,0/0,1/1,7/7,0/0,9/9,0/0,0/0,0/0,0/0,1/0,3/0,0/0,1/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130827,3/3,0/0,0/0,4/4,0/0,15/15,0/0,0/0,0/0,0/0,1/0,1/1,6/5,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130828,0/0,0/0,1/1,0/0,0/0,6/6,0/0,0/0,0/0,0/0,1/0,0/0,2/2,3/3,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130829,0/0,0/0,0/0,0/0,0/0,6/6,0/0,0/0,0/0,0/0,1/0,0/0,1/1,2/2,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130830,0/0,0/0,0/0,0/0,0/0,9/9,0/0,0/0,0/0,0/0,1/0,1/0,2/2,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130831,0/0,0/0,0/0,0/0,0/0,4/4,0/0,1/1,0/0,0/0,1/0,4/3,3/3,0/0,3/3,0/0,0/0,0/0,0/0,15/0,1/0,0/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130901,0/0,0/0,0/0,0/0,0/0,3/3,0/0,0/0,0/0,0/0,1/0,0/0,3/3,4/4,2/1,6/0,0/0,0/0,0/0,0/0,1/0,3/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130902,1/1,0/0,0/0,0/0,0/0,4/4,3/3,0/0,0/0,0/0,1/0,0/0,1/1,3/3,7/7,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130903,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,2/1,3/3,3/3,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130904,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,3/0,1/1,5/0,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,10/0,0/0,2/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130905,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,1/1,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,2/0,0/0,4/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130906,0/0,0/0,10/9,0/0,0/0,0/0,1/1,0/0,0/0,0/0,1/0,0/0,1/1,1/1,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130907,0/0,0/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,1/0,0/0,0/0,4/4,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,6/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130908,0/0,0/0,0/0,0/0,0/0,9/9,2/2,0/0,0/0,0/0,2/0,6/1,0/0,5/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130909,1/1,0/0,0/0,0/0,6/6,16/16,2/2,0/0,0/0,0/0,1/0,4/1,1/1,3/3,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130910,1/1,0/0,0/0,0/0,3/3,0/0,2/2,2/2,0/0,0/0,1/0,1/1,0/0,0/0,3/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,5/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130911,0/0,0/0,0/0,0/0,0/0,9/9,0/0,0/0,0/0,0/0,1/0,5/4,0/0,9/9,4/3,0/0,2/0,0/0,3/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130912,2/2,0/0,1/1,0/0,0/0,0/0,0/0,2/2,0/0,0/0,1/0,25/12,1/1,24/12,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130913,0/0,0/0,0/0,0/0,0/0,7/7,0/0,0/0,0/0,0/0,1/0,5/0,0/0,0/0,11/11,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130914,0/0,0/0,0/0,0/0,0/0,4/4,0/0,0/0,0/0,0/0,7/0,1/1,0/0,1/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,7/6,1/1,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130915,9/9,0/0,0/0,3/3,0/0,2/2,1/1,0/0,0/0,0/0,1/0,19/14,1/1,1/1,12/12,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130916,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,10/0,6/5,0/0,0/0,5/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130917,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/0,14/3,0/0,2/2,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,8/8,0/0,8/8,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130918,0/0,0/0,0/0,0/0,1/1,3/3,0/0,0/0,0/0,0/0,13/0,19/7,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,4/4,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130919,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,10/5,2/2,1/1,6/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,9/9,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130920,0/0,0/0,0/0,0/0,1/1,0/0,2/2,3/3,0/0,0/0,1/0,1/0,1/1,2/2,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,9/9,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130921,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,1/0,1/1,1/1,3/3,3/3,0/0,11/11,0/0,0/0,0/0,0/0,0/0,18/18,0/0,15/15,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130922,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,9/7,2/2,0/0,13/1,1/1,2/2,3/3,0/0,0/0,0/0,1/0,0/0,0/0,0/0,29/29,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130923,0/0,0/0,0/0,0/0,0/0,2/2,0/0,0/0,7/4,6/6,0/0,12/7,2/2,1/1,6/6,0/0,0/0,0/0,0/0,0/0,0/0,0/0,9/9,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130924,0/0,0/0,0/0,0/0,0/0,21/20,0/0,0/0,8/0,4/4,0/0,10/2,0/0,1/1,7/7,0/0,0/0,0/0,0/0,0/0,0/0,0/0,22/22,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130925,0/0,1/1,0/0,0/0,2/2,3/3,0/0,0/0,5/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,1/0,0/0,0/0,0/0,15/15,0/0,2/2,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130926,0/0,1/1,0/0,0/0,3/3,4/4,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,10/9,0/0,0/0,0/0,0/0,0/0,0/0,0/0,12/12,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130927,2/2,0/0,0/0,2/2,6/6,14/14,0/0,1/1,0/0,4/4,0/0,0/0,0/0,0/0,3/3,0/0,6/6,0/0,0/0,0/0,0/0,0/0,3/3,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
20130928,0/0,1/1,0/0,6/6,6/6,4/4,0/0,0/0,0/0,2/2,0/0,0/0,0/0,0/0,1/1,0/0,0/0,0/0,0/0,0/0,0/0,0/0,7/7,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0,0/0
