日期,台灣水泥股份有限公司蘇澳廠-#3旋窯違規,台灣水泥股份有限公司蘇澳廠-#3冷卻機違規,台灣水泥股份有限公司蘇澳廠-#6旋窯違規,台灣水泥股份有限公司蘇澳廠-#6冷卻機違規,信大水泥股份有限公司南聖湖廠-#2旋窯違規,信大水泥股份有限公司南聖湖廠-#2冷卻機違規,信大水泥股份有限公司南聖湖廠-#3旋窯違規,信大水泥股份有限公司南聖湖廠-#3冷卻機違規,幸福水泥股份有限公司東澳廠-#2旋窯違規,幸福水泥股份有限公司東澳廠-#2冷卻機違規,臺灣化學纖維股份有限公司龍德廠-LT2鍋爐違規,臺灣化學纖維股份有限公司龍德廠-LT3鍋爐違規,潤泰精密材料股份有限公司宜蘭冬山廠-旋窯違規,潤泰精密材料股份有限公司宜蘭冬山廠-冷卻機違規,羅東鋼鐵股份有限公司煉鋼廠-電弧爐違規,宜蘭縣利澤資源回收(焚化)廠-#1焚化爐違規,宜蘭縣利澤資源回收(焚化)廠-#2焚化爐違規
20140101,6,,4,,3,,,,,,,,7,,,,
20140102,29,,,2,5,,,,6,,,,,,,,
20140103,3,1,8,,8,,3,,8,1,,,,,,,
20140104,30,1,8,11,4,,1,,10,10,,,,,,,
20140105,35,,22,,6,,1,3,8,1,,,,,,,
20140106,8,18,1,,4,,,1,9,4,,,,,,,
20140107,7,15,2,,6,,1,4,19,22,,,,,,,
20140108,2,4,2,,1,,1,3,15,2,,,,,,,
20140109,,1,2,,1,,,5,8,7,,,,,,,
20140110,2,12,,,,,8,9,16,3,,,8,,,,
20140111,2,14,,,1,,24,1,14,16,,,2,,,,
20140112,2,,4,,2,,7,19,9,9,,,6,,,,
20140113,,,,,,,10,1,6,,,,6,,,,
20140114,2,,,,3,,,,11,,,,5,,,,
20140115,1,,,2,,,,,8,,,,4,,,,
20140116,1,1,,,2,,,,3,,,,10,,,,
20140117,1,1,,,8,,,,9,,,,2,,,,
20140118,8,31,,1,,,,,2,,,,6,,,,
20140119,,9,,,1,,,,11,,,,1,,,,
20140120,21,,,,1,,,,2,,,,8,6,,,
20140121,10,20,7,2,3,,,,4,,,,3,4,,,
20140122,5,22,,,7,,,,3,6,,,1,,,,
20140123,,,6,1,8,,,,1,1,,,11,24,,,
20140124,,,,,7,,,,17,4,,,12,,,,
20140125,2,5,5,,,,,,15,21,,,10,3,,,
20140126,3,,,,,,,,9,1,,,18,5,,,
20140127,,,,,2,,,,15,2,,,,,,,
20140128,16,3,,,1,,,,15,6,,,1,6,,,
20140129,12,,,,,,,,1,,,,2,,,,
20140130,,1,,,,,,,4,3,,,17,2,,,
20140131,,,,,,,,,6,,,,9,4,,,
20140201,,,,,,,,,12,,,,13,1,,,
20140202,4,,,,,,,,10,5,,,9,,,,
20140203,,,,,,,,,11,,,,,,,,
20140204,11,,1,,,,,,6,,,,5,,,,
20140205,1,,,,,,,,6,,,,1,4,,,
20140206,4,,,,,,,,16,,,,8,,,,
20140207,2,1,2,,,,,,11,,,,,,,,
20140208,4,,3,,2,,,,,7,,,,,,,
20140209,1,,3,,8,,,,4,16,,,,,,,
20140210,4,,4,,1,,,,9,36,,,,,,,
20140211,9,,2,1,1,,,,3,29,,,,,,,
20140212,2,,9,,2,,,,4,21,,,,,,,
20140213,2,,1,,2,,,,,9,,,,,,,
20140214,8,1,25,,1,,,4,2,10,,,,,,,
20140215,,,28,9,1,,1,3,10,11,,,,,,,
20140216,,,26,,,,6,6,2,37,,,,,,,
20140217,,,34,,,,3,6,,,,,,,,,
20140218,,,7,,5,,5,2,,,,,,,,,
20140219,,,11,,,,12,10,,,,,,,,,
20140220,3,3,7,,,,20,5,,,,,,,,,
20140221,3,2,9,,,,4,16,,,,,,,,,
20140222,,2,14,,,,5,4,,,,8,,,,,
20140223,,1,22,,,,1,7,,,,,,,,,
20140224,,5,24,,,,8,8,,,,,8,,,,
20140225,,,25,,,,5,12,,,,,16,3,,,
20140226,,13,,,,,1,,,,,,10,4,,,
20140227,,,,,,,13,2,,,,,17,1,,,
20140228,3,,,,,,3,3,,,,,6,,,,
20140301,1,9,7,,,,2,,12,,,,21,,,,
20140302,3,2,14,,,,1,8,3,,,,1,,,,
20140303,16,29,14,,,,2,24,13,,,,12,,,,
20140304,,5,25,,,,4,1,,,,,19,,,,
20140305,,1,27,,,,1,2,3,,,,6,,,,
20140306,,,22,,,,7,14,7,,,,3,4,,,
20140307,,5,16,1,,,,3,13,,,5,4,2,,,
20140308,,,10,,,,20,,7,1,,,10,1,,,
20140309,2,3,9,4,,,25,1,11,2,,,5,1,,,
20140310,,,22,,,,26,2,,3,,,8,3,,,
20140311,,,5,,,,23,2,1,7,,,7,,,,
20140312,,,9,,,,6,,15,5,,,,,,,
20140313,,,8,,,,2,,9,17,,,6,,,,
20140314,,,11,,,,13,,3,20,,,,,,,
20140315,,,3,,,,12,3,1,5,,,,,,,
20140316,,,,2,,,2,2,,3,,,,,,,
20140317,,,3,1,,,5,,5,5,,,,,,,
20140318,2,,,,,,,2,7,5,,,,,,,
20140319,1,,14,,,,1,,,1,,,6,,,,
20140320,3,,3,,,,2,2,,6,,,12,,,,
20140321,2,,2,,,,10,9,2,29,,,9,5,,,
20140322,1,,7,,,,5,6,9,15,,,11,2,,,
20140323,5,,9,,,,8,,4,7,,,7,,,,
20140324,1,9,,1,,,,5,4,2,,,,,,,
20140325,1,1,10,,,,2,,22,15,,,2,,,,
20140326,3,1,2,1,,,,5,5,11,,,,,,,
20140327,1,,8,,,,,4,4,3,,,4,,,,
20140328,3,,1,,,,2,,5,,,,1,,,,
20140329,,,14,,,,1,6,10,,,,,,,,
20140330,,,9,,11,,,13,8,,,,,1,,,
20140331,2,1,21,,2,,,,4,3,,,,,,,
20140401,1,,20,1,3,,14,,2,,,,,2,,,
20140402,,1,20,1,2,,16,,1,1,,,20,4,,,
20140403,1,,26,,,1,6,5,1,2,,,1,,,,
20140404,3,,34,,,,12,2,7,3,,,1,,,,
20140405,,,17,,,,10,1,3,7,,,,,,,
20140406,7,,17,,,,15,17,2,3,,,,3,,,
20140407,,,11,,,,4,22,5,,,,,,,,
20140408,,,3,1,,,2,4,5,12,,,,,,,
20140409,,,10,1,,,6,5,,1,,,,,,,
20140410,,,13,,,,2,1,9,2,,,,,,,
20140411,1,,10,,1,,,,5,,,,,,,,
20140412,1,,26,,2,,2,,27,7,,,,,,,
20140413,1,,27,,1,,2,,4,5,,,,,,,
20140414,1,,16,,1,,1,1,,,,,,,,,
20140415,,,8,1,,,2,3,1,4,,,,,,,
20140416,3,1,8,,,,21,1,2,,,,14,,,,
20140417,3,,10,1,,,1,1,2,,,,,,,,
20140418,,,4,,4,,,,1,3,,,1,,,,
20140419,,,22,,2,,,,2,,,,,,,,
20140420,28,,32,,1,,,,1,1,,,,,,,
20140421,1,,29,,7,,,,,1,,,,,,,
20140422,,,23,,4,,,,2,1,,,,,,,
20140423,14,,10,,3,,,,4,5,,,,,,,
20140424,19,,12,,4,,,,4,5,,,3,,,,
20140425,25,,14,,3,,,,3,,,,,,,,
20140426,11,,22,,3,,,,3,,,,2,,,,
20140427,,,11,,8,,,,3,,,,,,,,
20140428,27,,2,,6,,,,3,2,,,,,,,
20140429,17,,3,,,,,,4,6,,,5,,,,
20140430,4,,13,,,,,,5,,,,1,,,,
20140501,17,,18,,,,,,6,,,,,,,,
20140502,8,,12,,2,,,,3,6,,,3,,,,
20140503,1,,10,,1,,,,6,,,,1,,,,
20140504,1,,13,,1,,,,9,,,,2,,,,
20140505,5,,15,,1,,,,5,5,,,7,,,,
20140506,3,,13,,1,,,,4,2,,,,,,,
20140507,6,,8,,1,,3,,7,,,,5,,,,
20140508,,,,,1,,2,,4,4,,,1,,,,
20140509,22,,14,3,4,,1,1,4,3,,,,,,,
20140510,17,,19,,2,,,,2,3,,,,,,,
20140511,,,24,,3,,1,7,,5,,,2,,,,
20140512,2,,,,5,,4,4,7,18,,,,,,,
20140513,1,,,,,,6,1,7,13,,,,,,,
20140514,,,,,,,,,5,16,,,1,,,,
20140515,1,,,,,,2,,,2,,,1,,,,
20140516,14,,,,,,11,,3,,,,,,,,
20140517,8,,,,,,17,,,19,,,,,,,
20140518,2,,,,,,9,,8,2,,,,,,,
20140519,2,,,,,,2,,9,5,,,,,,,
20140520,12,,,,,,2,7,11,,,,,,,,
20140521,10,2,,,,,3,,7,,,,8,,,,
20140522,8,,,,,,3,2,10,,,,6,2,,,
20140523,35,,,,,,1,,6,,,,14,,,,
20140524,6,,,,,,1,,2,,,,1,,,,
20140525,5,,,,,,5,,6,1,,,,,,,
20140526,4,,,,,,,,6,31,,,2,,,,
20140527,,,,,,,,1,7,7,,8,,,,,
20140528,3,,17,,,,3,,1,,,,,,,,
20140529,2,,5,,2,,7,,,,,,1,,,,
20140530,3,,11,,1,,9,,2,2,,,4,,,,
20140531,,,11,,4,,1,,3,,,,1,,,,
20140601,,,,,3,,4,,13,,,,,,,,
20140602,,,,,4,,17,,6,4,,,1,,,,
20140603,,,31,,1,1,16,,3,,,,,,,,
20140604,,,3,,,,24,,,,,,3,,,,
20140605,1,,9,,,,19,9,,,,,5,2,,,
20140606,5,,6,,,,7,,13,,,,1,,,,
20140607,3,,,,,,1,,5,,,,5,1,,,
20140608,2,,,,,,9,,1,,,,1,,,,
20140609,1,,,,,,4,,7,,,,1,,,,
20140610,3,,10,,,,2,,1,,,,,,,,
20140611,,,,,,,12,3,5,,,1,1,,,,
20140612,1,,13,,,,3,,2,2,,,4,,,,
20140613,1,,3,,,,1,1,14,2,,,11,,,,
20140614,,,4,,,,1,1,4,,,,3,,,,
20140615,,,2,,,,,,2,1,,,15,1,,,
20140616,1,,,,,,,,8,,,,2,,,,
20140617,,,,,,,2,1,,1,,,,,,,
20140618,1,,1,,,,1,6,,,,,,,,,
20140619,1,,,,,,1,,1,3,,,,,,,
20140620,,,,,,,9,,2,4,,,,,,,
20140621,2,,,,,,5,,3,,,,,,,,
20140622,2,,,,,,,,,,,,,,,,
20140623,2,,11,,,,11,,2,3,,,,,,,
20140624,,,14,,,,2,,1,,,,6,,,,
20140625,2,,15,,,,,2,6,2,,,,1,,,
20140626,1,,11,,,,7,10,1,,,,,,,,
20140627,2,,1,,,,9,2,,,,,,,,,
20140628,,,6,,,,,4,1,,,,,,,,
20140629,3,,32,,,,5,2,12,,,,13,,,,
20140630,,,36,,,,,,11,,,,6,,,,
20140701,1,,13,,,,5,1,3,,,,,,,,
20140702,,,1,,,,4,,6,1,,,2,13,,,
20140703,,,7,,,,3,2,1,3,,,1,,,,
20140704,7,,9,,,,10,,4,,,,1,3,,,
20140705,9,,2,,,,2,1,9,2,,,6,,,,
20140706,3,,,,,,1,3,11,,,,,,,,
20140707,2,,11,,,,11,,7,,,,1,,,,
20140708,21,,15,,,,,,4,1,,,4,3,,,
20140709,24,,5,,,,,,,,,,8,4,,,
20140710,24,,2,,,,1,,13,1,,,3,4,,,
20140711,,,2,,,,6,1,6,,,,3,1,,,
20140712,1,,1,,,,12,,14,,,,,,,,
20140713,,,14,,,,25,2,5,1,,,,,,,
20140714,2,,1,,,,,,4,,,,,,,,
20140715,8,,4,,,,2,2,3,,,,,,,,
20140716,,,11,,,,9,1,,,,,,,,,
20140717,,,24,,,,13,2,1,,,,,,,,
20140718,,,13,,1,,3,2,1,,,,5,,,,
20140719,,,7,,8,,2,,2,5,,,4,,,,1
20140720,,,3,,2,,4,,2,,,,12,,,,
20140721,4,,7,,1,,4,2,3,2,,,4,,,,
20140722,3,,6,,,,3,6,1,21,,,4,,,,
20140723,2,,6,,,9,4,2,,26,,,,,,,
20140724,4,,10,1,14,,8,16,3,,,,,,,,
20140725,2,,23,,7,,8,,1,,,,,,,,
20140726,1,,8,,7,,15,3,12,,,,7,,,,
20140727,4,,1,,,,23,,7,,,,3,,,,
20140728,,,7,,2,,,,22,,,,15,,,,
20140729,,,20,,,,11,6,18,,,,18,2,,,
20140730,1,,14,,,,5,1,5,,,,13,,,,
20140731,,,4,,,,7,,4,,,,13,,,,
20140801,,,,,,,5,1,2,,,,14,,,,
20140802,2,,14,,,,4,,10,,,,2,,,,
20140803,,,,,,,10,,14,,,,17,,,,
20140804,,,15,,,,,2,1,,,,,,,,
20140805,2,,2,,,,4,6,2,,,,1,,,,
20140806,,,8,,,,,1,5,,,,,,,,
20140807,,,,,,,4,7,1,1,,,2,,,,
20140808,10,,,,,,8,3,1,,,,5,,,,
20140809,2,,6,,,,13,,,4,,,11,,,,
20140810,1,,,,2,,1,,3,,,,,,,,
20140811,,1,,1,2,,21,5,1,6,,,4,,,,
20140812,,,1,,3,,,,2,,,,,,,,
20140813,1,,4,,2,,,,6,,,,,,,,
20140814,5,,1,,6,,,,4,,,,,,,,
20140815,2,,20,,4,,,,11,,,,,,,,
20140816,,,1,,1,,,,7,,,,,,,,
20140817,,,2,,6,,,,4,,,,,,,,
20140818,1,,,,2,,,,9,,,,6,1,,,
20140819,11,,10,,,,,,1,,,,11,,,,
20140820,,1,11,,16,,,,5,,,,1,,,,
20140821,,,,1,2,,,,6,,,,,,,,
20140822,,,10,,5,,,,6,,,,5,,,,
20140823,1,,,,,,,,2,,,,,,,,
20140824,,,,,28,,,,12,1,,,,,,,
20140825,3,,,,4,,,,11,2,,,15,,,,
20140826,6,,1,,9,,,,5,,8,,,,,,
20140827,2,,4,,6,,,,1,,5,,,,,,
20140828,1,,5,,9,,,,17,,1,,1,,,,
20140829,,,3,1,12,,,,2,,,,10,,,,
20140830,1,,1,1,4,,,,9,,,,19,,,,
20140831,4,,,,4,,,,6,,,,7,,,,
20140901,4,,1,,1,,,,4,4,,,20,,,,
20140902,1,,4,,15,,,,10,10,,,7,,,,
20140903,4,,14,1,20,,,,7,6,2,,8,,,,
20140904,1,,5,,8,,,,12,2,,,17,,,,
20140905,2,,6,,8,,,,10,4,,,18,,,,
20140906,8,,10,,4,,17,1,16,2,,,12,,,,
20140907,,,6,3,3,,10,,10,3,,,13,,,,
20140908,1,,,,7,,13,,18,4,,,5,,,,
20140909,,,14,,10,,14,,9,,,,9,,,,
20140910,23,,,,7,,7,,17,,,,,,,,
20140911,13,,,,,,4,,5,,,,,,,,
20140912,1,,,,,,5,,12,,,,,,,,
20140913,22,,,,,,6,,26,6,,,,,,,
20140914,2,,,,,,2,,20,15,,,,,,,
20140915,13,,,,,,16,5,25,,,,,,,,
20140916,21,2,,,,,8,,27,3,,,4,,,,
20140917,4,,,,,,1,1,18,8,,,3,,,,
20140918,8,,,,,,1,5,16,6,,,9,1,,,
20140919,1,,4,,,,14,,19,13,,,1,1,,,
20140920,13,,,,,,4,3,14,8,,,1,,,,
20140921,15,,,2,,,4,,39,5,,,36,25,,,
20140922,,,2,,,,13,4,,4,,,4,5,,,
20140923,,,3,,,,9,,27,1,,,4,,,,
20140924,,,,,,,2,,5,,,,4,1,,,
20140925,,,3,,,,10,,10,3,,,,7,,,
20140926,,,1,,,,18,2,10,,,,2,,,,
20140927,,,4,,,,10,,7,,,,2,,,,
20140928,,,2,,,,3,1,,,,,2,,,,
20140929,,,9,1,,,19,,16,,,,3,,,,
20140930,,,,,,,,,10,7,,,2,4,,,
20141001,,,7,,,,2,,6,3,,,4,,,,
20141002,,,3,,,,8,,9,2,,,5,,,,
20141003,28,,8,,,,26,,7,7,,,11,2,,,
20141004,8,1,1,,,,24,16,10,8,,,1,,,,
20141005,1,2,2,,,,5,,14,6,,,13,,,,
20141006,,,1,1,,,4,4,,,,,12,,,,
20141007,7,,2,,,,11,,,,,,6,,,,
20141008,3,,6,,,,,3,,,,,,,,,
20141009,1,,2,,,,2,2,,,,,,,,,
20141010,,,15,,,,3,,,,,,,,,,
20141011,,,16,,,,5,3,,,,,,,,,
20141012,1,,13,1,,,7,1,,,,,,,,,
20141013,3,,30,,,,9,6,6,,,,,,,,
20141014,3,,7,,,,5,4,12,,,,,,,,
20141015,2,,5,,,,2,4,18,15,,,,,,,
20141016,1,,8,,,,1,2,13,,,,,,,,
20141017,17,,7,,,,,2,1,,,,5,2,,,
20141018,1,,9,,5,,19,3,11,,,,2,4,,,
20141019,,,18,,5,,3,8,1,,,,1,,,,
20141020,6,,20,,6,1,9,,8,,,,13,5,,,
20141021,7,,30,,13,,17,5,4,1,,,,,,,
20141022,2,,28,,5,,,,7,3,,,17,,,,
20141023,9,,31,,17,,22,,11,5,,,5,,,,
20141024,5,,1,,16,,9,,13,,,,6,,,,
20141025,,,32,,5,,12,,13,,,,1,,,,
20141026,4,,28,,23,,17,,23,,,,1,,,,
20141027,3,,23,,21,,18,,4,,,,15,,,,
20141028,3,,21,,4,,18,,6,,,,,,,,
20141029,4,,34,,,,24,,1,,,9,7,,,,
20141030,,,13,,3,,21,1,5,1,,1,2,,,,
20141031,,,9,,,,22,,7,2,,,5,,,,
20141101,1,,11,,9,,2,1,3,,,,2,,,,
20141102,13,,,,,,9,,9,,,,10,,,,
20141103,20,,14,,14,,8,,18,2,,,6,2,,,
20141104,2,,11,,14,,3,12,10,,,,3,2,,,
20141105,1,,5,,6,,,,6,,,,1,,,,
20141106,,,13,,16,,,,13,1,,,4,,,,
20141107,,,10,,9,,,,8,3,,,,,,,
20141108,,,,,15,,,,24,3,,,,,,,
20141109,3,,,,10,,,,10,2,,,2,,,,
20141110,5,,,,2,,,,9,1,,,,,,,
20141111,7,,11,,14,,,,5,,,,,,,,
20141112,6,,1,,18,,,,6,,,,1,,,,
20141113,1,,,,16,,,,10,6,,,,,,,
20141114,2,,,,18,,,,8,14,,,,,,,
20141115,1,,2,,19,,,,4,,,,,,,,
20141116,,,2,,10,,,,5,1,,,,,,,
20141117,,,3,,12,,,,9,2,,,,,,,
20141118,2,1,12,,6,,,,4,4,,,,,,,
20141119,,,6,,4,,,,2,2,,,13,,,,
20141120,,,,,1,,,,3,,,,1,1,,,
20141121,5,,3,,1,,,,3,,,,1,,,,
20141122,,,9,,9,,,,7,,,,,,,,
20141123,1,,10,,3,,,,4,,,,1,,,,
20141124,3,,6,,2,,,,9,,,,,,,,
20141125,,2,7,,8,,,,5,,,,9,,,,
20141126,1,,11,,3,,,,5,6,,,1,,,,
20141127,1,,3,,16,,,,9,,,,,,,,
20141128,,,,,7,,,,6,,,,,,,,
20141129,,,,,15,,,,14,,,,,,,,
20141130,3,,,,12,,,,9,,,,,,,,
20141201,,,5,1,9,,,,16,3,,,6,,,,
20141202,4,,,,2,,,,3,1,,,,,,,
20141203,14,,,,14,,,,2,,,,,,,,
20141204,11,,7,9,17,,,,,,,,3,,,,
20141205,1,,2,9,4,,,,,,,,,,,,
20141206,,,3,5,1,,,,4,,,,11,4,,,
20141207,,,,,,,,,15,,,,,,,,
20141208,,,4,,,,,,1,3,,,6,,,,
20141209,,,5,,,,,,17,,,,,,,,
20141210,1,,18,,2,,,,5,,,,2,,,,
20141211,1,,8,1,,,10,,12,,,,,,,1,
20141212,1,,11,3,2,,10,3,4,,,,,,,,
20141213,,,2,,,,1,,,,,,,,,,
20141214,1,,7,,,,1,1,1,,,,,,,,
20141215,4,,4,,,,6,8,9,,,,,,,,
20141216,11,,9,3,4,,6,,17,14,,,7,1,,,
20141217,,,,12,1,,7,8,6,8,,,1,,,,
20141218,,,3,2,,,,5,5,,,,,,,,
20141219,1,,1,,,,,3,13,,,,8,,,,
20141220,,,,,,,2,3,12,2,,,,,,,
20141221,30,,5,,,,1,12,3,5,,,2,,,,
20141222,11,3,2,,,,7,,3,5,,,,,,,
20141223,,,6,,,,12,5,10,1,,,,,,,
20141224,,,14,,,,3,1,3,,,,4,,,,
20141225,,,16,,,,1,1,6,4,,,5,,,,
20141226,1,,4,,,,2,2,6,3,,,1,,,,
20141227,2,,13,,,,1,,,,,,5,,,,
20141228,2,,19,,,,6,2,16,,,,3,,,,
20141229,4,,22,,,,3,5,9,,,,,,,,
20141230,7,,2,,,,1,3,5,,,,2,,,,
20141231,2,,9,2,,,7,5,11,,,,2,,,,